"utilizeID","requisitionID","itemID","technicianID","qtyOut","dateUtilize","remark"
"657","770","364","6","3.000","2023-06-23",
"658","770","367","6","6.000","2023-06-23",
"659","770","1662","6","25.000","2023-06-23",
"660","770","1665","6","50.000","2023-06-23",
"661","770","1664","6","6.000","2023-06-23",
"662","770","1663","6","8.000","2023-06-23",
"663","770","833","6","8.000","2023-06-23",
"664","774","196","16","1.000","2023-06-23",
"665","774","509","16","1.000","2023-06-23",
"666","774","129","16","1.000","2023-06-23",
"667","774","401","16","1.000","2023-06-23",
"668","774","521","16","13.000","2023-06-23",
"669","774","441","16","13.000","2023-06-23",
"670","774","848","16","24.000","2023-06-23",
"671","774","782","16","24.000","2023-06-23",
"672","774","1639","16","10.000","2023-06-23",
"673","774","245","16","1.250","2023-06-23",
"674","774","163","16","1.000","2023-06-23",
"675","1051","197","19","1.000","2023-06-23",
"676","1139","1431","5","1.000","2023-06-23",
"677","1139","378","5","1.000","2023-06-23",
"678","1139","537","5","2.000","2023-06-23",
"679","1139","535","5","2.000","2023-06-23",
"680","1138","441","5","1.000","2023-06-23",
"681","1138","521","5","1.000","2023-06-23",
"682","1145","1666","3","1.000","2023-06-23",
"683","1145","1040","3","2.000","2023-06-23",
"684","1145","877","25","0.600","2023-06-23",
"685","1145","943","3","1.000","2023-06-23",
"686","1145","1668","3","5.000","2023-06-23",
"687","1145","1667","3","1.000","2023-06-23",
"688","1144","867","3","1.000","2023-06-23",
"689","1143","906","1","2.000","2023-06-23",
"690","1143","1626","1","4.000","2023-06-23",
"691","1143","907","1","4.000","2023-06-23",
"692","1143","943","1","1.000","2023-06-23",
"693","1142","1276","3","1.000","2023-06-23",
"694","1141","1049","1","1.000","2023-06-23",
"695","1052","1606","9","8.000","2023-06-23",
"696","1052","848","9","8.000","2023-06-23",
"697","1054","1581","9","4.000","2023-06-23",
"698","1055","1603","7","2.000","2023-06-23",
"699","1068","657","11","20.000","2023-06-23",
"700","1068","1298","11","2.000","2023-06-23",
"701","1068","877","11","1.000","2023-06-23",
"702","1068","816","11","10.000","2023-06-23",
"703","1067","657","10","10.000","2023-06-23",
"704","1067","1298","10","2.000","2023-06-23",
"705","1067","624","10","0.500","2023-06-23",
"706","1067","1670","10","6.000","2023-06-23",
"707","1066","877","10","0.200","2023-06-23",
"708","915","1671","8","4.000","2023-06-23",
"709","915","1672","8","1.000","2023-06-23",
"710","1059","1671","8","4.000","2023-06-23",
"711","1140","66","19","0.200","2023-06-23",
"712","1140","526","19","1.000","2023-06-23",
"713","1002","1306","18","1.000","2023-06-23",
"714","1060","1673","7","1.000","2023-06-23",
"715","1061","1671","8","3.000","2023-06-23",
"716","1061","160","8","1.000","2023-06-23",
"717","913","670","9","1.000","2023-06-23",
"718","914","802","5","15.000","2023-06-23",
"719","912","829","9","4.000","2023-06-23",
"720","911","1674","9","4.000","2023-06-23",
"721","910","670","9","1.000","2023-06-23",
"722","1062","607","2","13.000","2023-06-23",
"723","1058","806","2","2.000","2023-06-23",
"724","1058","1669","2","6.000","2023-06-23",
"725","1058","607","2","1.000","2023-06-23",
"726","1057","621","2","2.000","2023-06-23",
"727","1056","670","2","1.000","2023-06-23",
"728","1056","783","2","8.000","2023-06-23",
"729","1063","848","2","2.000","2023-06-23",
"730","1063","835","2","2.000","2023-06-23",
"731","1063","968","2","1.000","2023-06-23",
"732","1064","607","2","3.000","2023-06-23",
"733","1064","1603","2","13.000","2023-06-23",
"734","1065","833","2","24.000","2023-06-23",
"735","1065","738","2","15.000","2023-06-23",
"736","1065","782","2","24.000","2023-06-23",
"737","1065","1675","2","24.000","2023-06-23",
"738","1206","97","4","0.100","2023-06-26",
"739","1206","160","4","1.000","2023-06-26",
"740","1206","440","4","2.000","2023-06-26",
"741","1206","1600","4","2.000","2023-06-26",
"742","1207","28","4","1.000","2023-06-26",
"743","1207","97","4","0.020","2023-06-26",
"744","1207","12","4","1.000","2023-06-26",
"745","1207","549","4","1.000","2023-06-26",
"746","1207","1297","4","0.020","2023-06-26",
"747","1212","97","4","0.020","2023-06-26",
"748","1212","549","4","1.000","2023-06-26",
"749","1212","12","4","1.000","2023-06-26",
"750","1212","1297","4","0.020","2023-06-26",
"751","1213","28","4","1.000","2023-06-26",
"752","1213","97","4","0.020","2023-06-26",
"753","1213","12","4","1.000","2023-06-26",
"754","1213","549","4","2.000","2023-06-26",
"755","1213","1297","4","0.020","2023-06-26",
"756","1214","101","4","0.330","2023-06-26",
"757","1214","97","4","0.050","2023-06-26",
"758","1214","543","4","1.000","2023-06-26",
"759","1214","104","4","2.000","2023-06-26",
"760","1214","71","4","0.030","2023-06-26",
"761","1214","65","4","1.000","2023-06-26",
"762","1214","63","4","0.166","2023-06-26",
"763","1214","1676","4","3.000","2023-06-26",
"764","1214","82","4","1.000","2023-06-26",
"765","1214","83","4","2.000","2023-06-26",
"766","1214","1297","4","0.020","2023-06-26",
"767","1214","564","4","0.050","2023-06-26",
"768","1214","96","4","0.050","2023-06-26",
"769","1215","107","14","0.150","2023-06-26",
"770","1215","97","14","0.050","2023-06-26",
"771","1215","65","14","1.000","2023-06-26",
"772","1215","71","14","0.020","2023-06-26",
"773","1215","1676","14","3.000","2023-06-26",
"774","1215","63","14","0.083","2023-06-26",
"775","1215","66","14","0.020","2023-06-26",
"776","1215","82","14","1.000","2023-06-26",
"777","1215","83","14","1.000","2023-06-26",
"778","1215","564","14","0.050","2023-06-26",
"779","1215","96","14","0.050","2023-06-26",
"780","1216","109","14","0.400","2023-06-26","one ex. fan rewinded"
"781","1216","97","14","0.200","2023-06-26",
"782","1216","12","14","4.000","2023-06-26",
"783","1216","71","14","0.030","2023-06-26",
"784","1216","543","14","3.000","2023-06-26",
"785","1216","63","14","0.167","2023-06-26",
"786","1216","1676","14","4.000","2023-06-26",
"787","1216","82","14","1.000","2023-06-26",
"788","1216","83","14","2.000","2023-06-26",
"789","1216","1297","14","0.060","2023-06-26",
"790","1216","65","14","2.000","2023-06-26",
"791","1216","160","14","1.000","2023-06-26",
"792","1216","96","14","0.250","2023-06-26",
"793","1218","49","16","1.000","2023-06-26",
"794","1218","618","16","4.000","2023-06-26",
"795","1221","103","14","0.650","2023-06-26",
"796","1221","97","14","0.100","2023-06-26",
"797","1221","1297","14","0.060","2023-06-26",
"798","1221","12","14","4.000","2023-06-26",
"799","1221","40","14","2.000","2023-06-26",
"800","1221","71","14","0.060","2023-06-26",
"801","1221","63","14","0.667","2023-06-26",
"802","1221","1676","14","8.000","2023-06-26",
"803","1221","65","14","1.000","2023-06-26",
"804","1221","82","14","4.000","2023-06-26",
"805","1221","83","14","4.000","2023-06-26",
"806","1221","96","14","0.100","2023-06-26",
"807","1221","564","13","0.100","2023-06-26",
"808","1221","102","14","0.750","2023-06-26",
"809","1220","109","14","0.400","2023-06-26",
"810","1220","97","14","0.050","2023-06-26",
"811","1220","12","14","2.000","2023-06-26",
"812","1220","1297","14","0.020","2023-06-26",
"813","1220","28","14","1.000","2023-06-26",
"814","1220","71","14","0.030","2023-06-26",
"815","1220","63","14","0.333","2023-06-26",
"816","1220","1676","14","4.000","2023-06-26",
"817","1220","82","14","2.000","2023-06-26",
"818","1220","83","14","2.000","2023-06-26",
"819","1220","65","14","0.500","2023-06-26",
"820","1220","96","14","0.100","2023-06-26",
"821","1220","559","14","1.000","2023-06-26",
"822","1219","97","14","0.050","2023-06-26",
"823","1219","1297","14","0.020","2023-06-26",
"824","1197","97","4","0.030","2023-06-26",
"825","1197","1297","4","0.020","2023-06-26",
"826","1204","564","4","0.100","2023-06-26",
"827","1204","66","4","0.020","2023-06-26",
"828","1204","1677","4","1.000","2023-06-26",
"829","1205","549","4","1.000","2023-06-26",
"830","1205","97","4","0.030","2023-06-26",
"831","1205","1297","4","0.020","2023-06-26",
"832","1223","99","4","2.475","2023-06-26","11 Ceiling fan rewinded. 1 repaired"
"833","1223","97","4","0.200","2023-06-26",
"834","1223","28","4","9.000","2023-06-26",
"835","1223","12","4","12.000","2023-06-26",
"836","1223","549","4","12.000","2023-06-26",
"837","1223","71","4","0.150","2023-06-26",
"838","1223","65","4","7.000","2023-06-26",
"839","1223","82","4","3.000","2023-06-26",
"840","1223","83","4","5.000","2023-06-26",
"841","1223","1297","4","0.150","2023-06-26",
"842","1223","35","4","1.000","2023-06-26",
"843","1223","46","4","1.000","2023-06-26",
"844","1224","28","4","1.000","2023-06-26",
"845","1224","35","4","1.000","2023-06-26",
"846","1224","12","4","1.000","2023-06-26",
"847","1224","549","4","1.000","2023-06-26",
"848","1224","1297","4","0.020","2023-06-26",
"849","1229","99","4","12.525","2023-06-26",
"850","1229","97","4","0.040","2023-06-26",
"851","1229","28","4","1.000","2023-06-26",
"852","1229","12","4","1.000","2023-06-26",
"853","1229","549","4","1.000","2023-06-26",
"854","1229","65","4","0.500","2023-06-26",
"855","1229","71","4","0.020","2023-06-26",
"856","1229","82","4","0.200","2023-06-26",
"857","1229","83","4","0.400","2023-06-26",
"858","1229","1297","4","0.025","2023-06-26",
"859","1230","28","4","1.000","2023-06-26",
"860","1230","96","4","0.250","2023-06-26",
"861","1230","66","4","0.025","2023-06-26",
"862","1230","564","4","0.100","2023-06-26",
"863","1231","12","4","1.000","2023-06-27",
"864","1231","549","4","1.000","2023-06-27",
"865","1231","97","4","0.020","2023-06-27",
"866","1231","1297","4","0.020","2023-06-27",
"867","1234","12","4","5.000","2023-06-27",
"868","1234","549","4","5.000","2023-06-27",
"869","1234","28","4","3.000","2023-06-27",
"870","1234","97","4","0.100","2023-06-27",
"871","1234","1297","4","0.080","2023-06-27",
"872","1235","28","4","1.000","2023-06-27",
"873","1235","1297","4","0.020","2023-06-27",
"874","1235","97","4","0.020","2023-06-27",
"875","1236","12","4","4.000","2023-06-27",
"876","1236","549","4","4.000","2023-06-27",
"877","1236","28","4","1.000","2023-06-27",
"878","1236","97","4","0.080","2023-06-27",
"879","1236","1297","4","0.080","2023-06-27",
"880","1240","101","4","0.250","2023-06-27",
"881","1240","97","4","0.040","2023-06-27",
"882","1240","26","4","1.000","2023-06-27",
"883","1240","65","4","1.000","2023-06-27",
"884","1240","71","4","0.025","2023-06-27",
"885","1240","63","4","0.167","2023-06-27",
"886","1240","82","4","1.000","2023-06-27",
"887","1240","83","4","2.000","2023-06-27",
"888","1240","66","4","0.020","2023-06-27",
"889","1240","564","4","0.100","2023-06-27",
"890","1240","1678","4","1.000","2023-06-27",
"891","1240","1676","4","4.000","2023-06-27",
"892","1240","23","4","2.000","2023-06-27",
"893","1242","28","19","1.000","2023-06-27",
"894","1247","97","4","0.020","2023-06-27",
"895","1247","1297","4","0.020","2023-06-27",
"896","1249","99","4","1.000","2023-06-27",
"897","1249","97","4","0.100","2023-06-27",
"898","1249","28","4","3.000","2023-06-27",
"899","1249","12","4","5.000","2023-06-27",
"900","1249","549","4","5.000","2023-06-27",
"901","1249","65","4","2.000","2023-06-27",
"902","1249","71","4","0.100","2023-06-27",
"903","1249","82","4","1.000","2023-06-27",
"904","1249","83","4","2.000","2023-06-27",
"905","1249","1297","4","0.100","2023-06-27",
"906","1251","96","14","0.250","2023-06-27",
"907","1251","564","14","0.100","2023-06-27",
"908","1251","1297","14","0.040","2023-06-27",
"909","1251","28","14","1.000","2023-06-27",
"910","1251","1679","14","1.000","2023-06-27",
"911","1257","101","14","1.980","2023-06-27",
"912","1257","97","14","0.150","2023-06-27",
"913","1257","543","14","5.000","2023-06-27",
"914","1257","104","14","8.000","2023-06-27",
"915","1257","560","14","4.000","2023-06-27",
"916","1257","71","14","0.100","2023-06-27",
"917","1257","65","14","4.000","2023-06-27",
"918","1257","63","14","1.000","2023-06-27",
"919","1257","94","14","10.000","2023-06-27",
"920","1257","1297","14","0.100","2023-06-27",
"921","1257","46","14","1.000","2023-06-27",
"922","1257","82","14","4.000","2023-06-27",
"923","1257","83","14","6.000","2023-06-27",
"924","1257","1676","14","15.000","2023-06-27",
"925","1261","1049","1","1.000","2023-06-27",
"926","1261","869","1","1.000","2023-06-27",
"927","1262","1308","1","2.000","2023-06-27",
"928","1262","1297","1","0.020","2023-06-27",
"929","1262","1680","1","8.000","2023-06-27",
"930","1262","1681","1","4.000","2023-06-27",
"931","1264","1226","1","1.000","2023-06-27",
"932","1264","618","1","2.000","2023-06-27",
"933","1264","943","1","0.500","2023-06-27",
"934","1264","1299","1","0.010","2023-06-27",
"935","1264","877","1","0.200","2023-06-27",
"936","1265","899","1","1.000","2023-06-27",
"937","1265","1025","1","1.000","2023-06-27",
"938","1265","848","1","2.000","2023-06-27",
"939","1265","782","1","2.000","2023-06-27",
"940","1265","869","1","1.000","2023-06-27",
"941","1266","1040","3","1.000","2023-06-27",
"942","1266","1668","3","0.005","2023-06-27",
"943","1177","943","12","0.500","2023-06-27",
"944","1177","1297","12","0.010","2023-06-27",
"945","1175","880","12","1.000","2023-06-27",
"946","1175","1040","12","2.000","2023-06-27",
"947","1174","943","12","0.500","2023-06-27",
"948","1174","956","12","1.000","2023-06-27",
"949","1173","943","12","0.500","2023-06-27",
"950","1173","833","12","8.000","2023-06-27",
"951","1173","1635","12","4.000","2023-06-27",
"952","1173","1018","12","0.150","2023-06-27",
"953","1172","943","12","1.000","2023-06-27",
"954","1172","1040","12","2.000","2023-06-27",
"955","1171","1621","12","1.000","2023-06-27",
"956","1171","901","12","1.000","2023-06-27",
"957","1171","1040","12","2.000","2023-06-27",
"958","1169","1621","12","1.000","2023-06-27",
"959","1169","943","12","0.200","2023-06-27",
"960","1282","28","5","1.000","2023-06-27",
"961","1283","535","15","8.000","2023-06-27",
"962","1283","1639","15","6.000","2023-06-27",
"963","1286","884","3","1.000","2023-06-27",
"964","1286","943","3","0.200","2023-06-27",
"965","1287","1667","1","1.000","2023-06-27",
"966","1284","1220","3","1.000","2023-06-27",
"967","1285","956","1","1.000","2023-06-27",
"968","1285","871","1","1.000","2023-06-27",
"969","1277","657","10","5.000","2023-06-27",
"970","1277","1298","10","1.000","2023-06-27",
"971","1277","877","10","1.000","2023-06-27",
"972","1277","816","10","3.000","2023-06-27",
"973","1278","657","10","10.000","2023-06-27",
"974","1278","1298","10","3.000","2023-06-27",
"975","1278","1118","10","1.000","2023-06-27",
"976","1279","657","11","12.000","2023-06-27",
"977","1279","1298","11","2.000","2023-06-27",
"978","1279","1684","11","45.000","2023-06-27",
"979","1280","1298","10","12.000","2023-06-27",
"980","1280","657","10","95.000","2023-06-27",
"981","1281","657","11","2.000","2023-06-27",
"982","1281","1298","11","0.500","2023-06-27",
"983","1267","670","9","1.000","2023-06-27",
"984","1267","782","9","4.000","2023-06-27",
"985","1267","776","9","2.000","2023-06-27",
"986","1268","1685","9","1.000","2023-06-27",
"987","1268","1581","9","32.000","2023-06-27",
"988","1268","829","9","24.000","2023-06-27",
"989","1268","684","9","0.090","2023-06-27",
"990","1268","807","9","1.000","2023-06-27",
"991","1269","1603","9","3.000","2023-06-27",
"992","1270","805","9","5.000","2023-06-27",
"993","1270","631","9","1.000","2023-06-27",
"994","1270","829","9","24.000","2023-06-27",
"995","1270","1669","9","12.000","2023-06-27",
"996","1271","782","9","4.000","2023-06-27",
"997","1271","776","9","2.000","2023-06-27",
"998","1271","670","9","1.000","2023-06-27",
"999","1274","1669","9","4.000","2023-06-27",
"1000","1274","829","9","6.000","2023-06-27",
"1001","1275","829","9","5.000","2023-06-27",
"1002","1256","12","4","1.000","2023-06-27",
"1003","1256","549","4","1.000","2023-06-27",
"1004","1256","97","4","0.030","2023-06-27",
"1005","1256","28","4","1.000","2023-06-27",
"1006","1256","1297","4","0.025","2023-06-27",
"1007","1256","564","4","0.050","2023-06-27",
"1008","1288","608","30","3.000","2023-06-28",
"1009","1288","673","30","0.300","2023-06-28",
"1010","1273","825","9","12.500","2023-06-28",
"1011","1273","1669","9","4.000","2023-06-28",
"1012","920","657","10","8.000","2023-06-28",
"1013","803","657","10","20.000","2023-06-28",
"1014","803","1298","10","5.000","2023-06-28",
"1015","803","877","10","4.000","2023-06-28",
"1016","803","997","10","15.000","2023-06-28",
"1017","919","657","10","150.000","2023-06-28",
"1018","919","1298","10","30.000","2023-06-28",
"1019","919","1684","10","450.000","2023-06-28",
"1020","804","657","11","18.000","2023-06-28",
"1021","804","1298","11","5.000","2023-06-28",
"1022","804","877","11","6.000","2023-06-28",
"1023","987","657","11","12.000","2023-06-28",
"1024","987","1298","11","2.000","2023-06-28",
"1025","638","877","10","0.100","2023-06-28",
"1026","637","657","11","5.000","2023-06-28",
"1027","637","1298","11","1.000","2023-06-28",
"1028","636","657","11","5.000","2023-06-28",
"1029","636","1298","11","1.000","2023-06-28",
"1030","635","877","10","1.000","2023-06-28",
"1031","635","968","10","1.000","2023-06-28",
"1032","635","995","10","1.000","2023-06-28",
"1033","635","938","10","2.000","2023-06-28",
"1034","635","1688","10","2.000","2023-06-28",
"1035","634","732","11","1.000","2023-06-28",
"1036","633","657","10","10.000","2023-06-28",
"1037","633","1298","10","3.000","2023-06-28",
"1038","633","624","10","2.000","2023-06-28",
"1039","632","657","11","10.000","2023-06-28",
"1040","632","1298","11","1.000","2023-06-28",
"1041","632","624","11","0.500","2023-06-28",
"1042","986","607","2","8.500","2023-06-28",
"1043","796","607","2","3.000","2023-06-28",
"1044","797","738","2","0.005","2023-06-28",
"1045","797","826","2","6.000","2023-06-28",
"1046","797","1689","2","12.000","2023-06-28",
"1047","798","1597","2","4.000","2023-06-28",
"1048","795","607","2","1.000","2023-06-28",
"1049","789","806","2","1.000","2023-06-28",
"1050","792","607","2","1.000","2023-06-28",
"1051","790","1603","2","30.000","2023-06-28",
"1052","794","692","2","11.000","2023-06-28",
"1053","794","463","2","8.000","2023-06-28",
"1054","793","1599","2","8.000","2023-06-28",
"1055","793","825","2","1.000","2023-06-28",
"1056","784","434","2","1.000","2023-06-28",
"1057","785","847","2","3.000","2023-06-28",
"1058","800","607","2","3.000","2023-06-28",
"1059","783","607","2","2.000","2023-06-28",
"1060","780","692","2","8.333","2023-06-28",
"1061","788","650","2","4.000","2023-06-28",
"1062","788","607","2","0.500","2023-06-28",
"1063","788","704","2","0.550","2023-06-28",
"1064","782","1669","2","12.000","2023-06-28",
"1065","779","1279","2","0.010","2023-06-28",
"1066","779","607","2","1.000","2023-06-28",
"1067","151","835","2","4.000","2023-06-28",
"1068","1289","657","11","35.000","2023-06-30",
"1069","1289","1298","11","5.000","2023-06-30",
"1070","1289","877","11","1.200","2023-06-30",
"1071","1289","1031","11","2.000","2023-06-30",
"1072","1289","941","11","1.000","2023-06-30",
"1073","1289","1690","11","7.000","2023-06-30",
"1074","1290","1669","9","14.000","2023-06-30",
"1075","1290","1691","9","3.000","2023-06-30",
"1076","1291","825","9","42.875","2023-06-30",
"1077","1291","1692","9","36.000","2023-06-30",
"1078","1292","734","2","4.000","2023-06-30",
"1079","1292","1669","2","4.000","2023-06-30",
"1080","1292","849","2","4.000","2023-06-30",
"1081","1293","1606","2","36.000","2023-06-30",
"1082","1293","848","2","12.000","2023-06-30",
"1083","1293","96","2","1.250","2023-06-30",
"1084","1293","742","2","12.000","2023-06-30",
"1085","1294","736","2","0.007","2023-06-30",
"1086","1295","847","2","1.000","2023-06-30",
"1087","1295","1603","2","6.000","2023-06-30",
"1088","1296","773","2","2.000","2023-06-30",
"1089","1297","827","2","4.000","2023-06-30",
"1090","1298","829","2","10.000","2023-06-30",
"1091","1298","1603","2","4.000","2023-06-30",
"1092","1298","1693","2","0.250","2023-06-30",
"1093","988","738","2","25.000","2023-06-30",
"1094","810","1669","7","2.000","2023-06-30",
"1095","808","829","9","8.000","2023-06-30",
"1096","805","644","9","1.000","2023-06-30",
"1097","805","829","9","4.000","2023-06-30",
"1098","805","607","9","0.880","2023-06-30",
"1099","801","782","2","10.000","2023-06-30",
"1100","801","704","2","1.275","2023-06-30",
"1101","857","1669","9","4.000","2023-06-30",
"1102","854","825","9","5.625","2023-06-30",
"1103","854","736","9","0.025","2023-06-30",
"1104","852","1669","9","6.000","2023-06-30",
"1105","850","747","9","2.500","2023-06-30",
"1106","850","744","9","2.000","2023-06-30",
"1107","846","744","9","4.000","2023-06-30",
"1108","845","1669","9","25.000","2023-06-30",
"1109","844","1669","9","6.000","2023-06-30",
"1110","841","829","9","6.000","2023-06-30",
"1111","840","744","9","2.000","2023-06-30",
"1112","838","604","9","1.000","2023-06-30",
"1113","838","1603","9","4.000","2023-06-30",
"1114","837","1669","9","8.000","2023-06-30",
"1115","836","1669","21","4.000","2023-06-30",
"1116","834","841","9","4.000","2023-06-30",
"1117","834","849","9","4.000","2023-06-30",
"1118","834","1669","9","4.000","2023-06-30",
"1119","831","66","9","0.025","2023-06-30",
"1120","831","835","9","4.000","2023-06-30",
"1121","1299","1226","3","1.000","2023-07-03",
"1122","1299","871","3","1.000","2023-07-03",
"1123","1299","1040","3","2.000","2023-07-03",
"1124","1299","1668","3","0.010","2023-07-03",
"1125","1299","877","3","0.800","2023-07-03",
"1126","1300","871","3","1.000","2023-07-03",
"1127","1300","1040","3","2.000","2023-07-03",
"1128","1301","1160","3","1.000","2023-07-03",
"1129","1302","1197","1","1.000","2023-07-03","at concealed stop cock/shover"
"1130","1303","871","1","1.000","2023-07-03",
"1131","1304","867","1","1.000","2023-07-03",
"1132","1304","1049","1","1.000","2023-07-03",
"1133","1305","1666","1","1.000","2023-07-03",
"1134","1305","882","1","1.000","2023-07-03",
"1135","1305","1668","1","0.020","2023-07-03",
"1136","1305","943","1","1.000","2023-07-03",
"1137","1305","901","1","1.000","2023-07-03",
"1138","1306","956","12","3.000","2023-07-03",
"1139","1306","1666","12","2.000","2023-07-03",
"1140","1306","943","12","2.000","2023-07-03",
"1141","1306","869","12","1.000","2023-07-03",
"1142","1306","1621","12","1.000","2023-07-03",
"1143","1306","1668","12","0.030","2023-07-03",
"1144","1307","870","12","2.000","2023-07-03",
"1145","1307","1666","12","2.000","2023-07-03",
"1146","1307","943","12","2.000","2023-07-03",
"1147","1307","1629","12","2.000","2023-07-03",
"1148","1307","1621","12","1.000","2023-07-03",
"1149","1307","1668","12","0.030","2023-07-03",
"1150","1307","1040","12","2.000","2023-07-03",
"1151","1308","869","12","1.000","2023-07-03",
"1152","1310","877","3","0.300","2023-07-03",
"1153","1310","968","3","1.000","2023-07-03",
"1154","1311","885","1","1.000","2023-07-03",
"1155","1311","1666","1","1.000","2023-07-03",
"1156","1311","943","1","1.000","2023-07-03",
"1157","1311","877","1","0.500","2023-07-03",
"1158","1311","559","1","0.500","2023-07-03",
"1159","1311","1668","1","0.010","2023-07-03",
"1160","1312","657","11","35.000","2023-07-03",
"1161","1312","1298","11","12.000","2023-07-03",
"1162","1315","1694","18","1.000","2023-07-03",
"1163","1316","1694","18","1.000","2023-07-03",
"1164","1317","1694","19","1.000","2023-07-03",
"1165","1318","28","19","7.000","2023-07-03",
"1166","1320","28","19","1.000","2023-07-03",
"1167","1322","28","19","1.000","2023-07-03",
"1168","1323","1306","19","1.000","2023-07-03",
"1169","1325","1592","18","2.000","2023-07-03",
"1170","1325","347","18","2.000","2023-07-03",
"1171","1326","1306","19","1.000","2023-07-03",
"1172","1327","1694","19","1.000","2023-07-03",
"1173","1328","28","19","1.000","2023-07-03",
"1174","1329","28","19","1.000","2023-07-03",
"1175","1330","383","19","2.000","2023-07-03",
"1176","1330","386","19","2.000","2023-07-03",
"1177","1331","346","5","1.000","2023-07-03",
"1178","1332","346","5","1.000","2023-07-03",
"1179","1333","1306","5","2.000","2023-07-03",
"1180","1335","28","15","1.000","2023-07-03",
"1181","1336","328","6","1.000","2023-07-03",
"1182","1336","1698","6","1.000","2023-07-03",
"1183","1337","346","16","4.000","2023-07-03",
"1184","1337","160","16","1.000","2023-07-03",
"1185","1337","463","16","8.000","2023-07-03",
"1186","1338","28","16","1.000","2023-07-03",
"1187","1339","28","16","1.000","2023-07-03",
"1188","1340","382","6","3.000","2023-07-03",
"1189","1340","366","6","4.000","2023-07-03",
"1190","1340","1699","6","1.000","2023-07-03",
"1191","1341","1108","6","2.900","2023-07-03",
"1192","1342","481","5","25.000","2023-07-03",
"1193","1343","359","4","12.000","2023-07-03",
"1194","1343","189","4","0.080","2023-07-03",
"1195","1345","535","15","4.000","2023-07-03",
"1196","1346","222","46","4.000","2023-07-03","Sr.No.IDPSS29203184741,42,43,44 Okaya"
"1197","1347","222","17","4.000","2023-07-03","Sr. No.IDRSS2903184731,32,33,34 OKAYA"
"1198","1349","222","17","4.000","2023-07-03","Sr.No. Okaya-IDPSS29203184876,865,745,735"
"1199","1350","222","17","4.000","2023-07-03","S.No. IDPSS29203184861,62,63,64/OKAYA"
"1200","1168","28","5","1.000","2023-07-04",
"1201","1167","513","15","1.000","2023-07-04",
"1202","1167","848","15","2.000","2023-07-04",
"1203","1167","1603","15","2.000","2023-07-04",
"1204","1166","1431","5","1.000","2023-07-04",
"1205","1166","378","5","1.000","2023-07-04",
"1206","1166","848","5","2.000","2023-07-04",
"1207","1166","1603","5","2.000","2023-07-04",
"1208","1166","1612","5","2.000","2023-07-04",
"1209","1165","26","5","1.000","2023-07-04",
"1210","1165","66","5","0.020","2023-07-04",
"1211","1165","97","5","0.020","2023-07-04",
"1212","1164","1306","5","3.000","2023-07-04",
"1213","1164","143","5","1.000","2023-07-04",
"1214","1163","136","15","2.000","2023-07-04",
"1215","1161","1306","15","1.000","2023-07-04",
"1216","1160","1306","16","1.000","2023-07-04",
"1217","1159","1306","18","6.000","2023-07-04",
"1218","1159","1603","18","12.000","2023-07-04",
"1219","1156","607","2","1.000","2023-07-04",
"1220","1155","536","19","2.000","2023-07-04",
"1221","1154","1306","6","2.000","2023-07-04",
"1222","1153","608","2","1.500","2023-07-04",
"1223","1152","28","19","1.000","2023-07-04",
"1224","1151","28","19","1.000","2023-07-04",
"1225","1150","1306","19","1.000","2023-07-04",
"1226","1149","28","19","1.000","2023-07-04",
"1227","1148","28","19","1.000","2023-07-04",
"1228","1147","49","19","2.000","2023-07-04",
"1229","1147","1617","19","12.000","2023-07-04",
"1230","1147","833","19","24.000","2023-07-04",
"1231","1147","441","19","6.000","2023-07-04",
"1232","1147","1700","19","2.000","2023-07-04",
"1233","1146","365","6","1.000","2023-07-04",
"1234","1146","196","6","2.000","2023-07-04",
"1235","1146","536","6","1.000","2023-07-04",
"1236","1146","145","6","1.000","2023-07-04",
"1237","1146","509","6","2.000","2023-07-04",
"1238","1146","535","6","5.000","2023-07-04",
"1239","1351","437","16","2.000","2023-07-04",
"1240","1351","1701","16","3.000","2023-07-04",
"1241","1352","1306","17","3.000","2023-07-04",
"1242","1352","463","17","10.000","2023-07-04",
"1243","1352","439","17","4.000","2023-07-04",
"1244","1353","362","16","8.000","2023-07-04",
"1245","1353","559","16","1.500","2023-07-04",
"1246","1353","453","16","1.000","2023-07-04",
"1247","1354","1306","16","12.000","2023-07-04",
"1248","1354","463","16","8.000","2023-07-04",
"1249","1356","968","16","4.000","2023-07-04",
"1250","1357","160","18","3.000","2023-07-04",
"1251","1357","1612","18","6.000","2023-07-04",
"1252","1357","1703","18","5.000","2023-07-04",
"1253","1357","1702","18","5.000","2023-07-04",
"1254","1358","1306","6","2.000","2023-07-04",
"1255","1359","28","19","1.000","2023-07-04",
"1256","1360","28","19","1.000","2023-07-04",
"1257","1361","28","6","1.000","2023-07-04",
"1258","1362","1306","6","1.000","2023-07-04",
"1259","1363","1706","6","1.500","2023-07-04",
"1260","1363","848","6","8.000","2023-07-04",
"1261","1363","1606","6","16.000","2023-07-04",
"1262","1364","1706","16","3.000","2023-07-04",
"1263","1364","848","16","8.000","2023-07-04",
"1264","1364","1606","16","16.000","2023-07-04",
"1265","1366","160","19","8.000","2023-07-04",
"1266","1079","28","4","5.000","2023-07-05",
"1267","1079","97","4","0.120","2023-07-05",
