CaseID,Activity,Timestamp
236,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
236,Er. Satya Prakash Sahu (Assigned),6/11/2023
236,Devendra Kumar  (Visits the Place),6/11/2023
236,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/11/2023
236,Revisit the location,6/11/2023
236,Status: Resolved,6/12/2023
237,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
237,Er. Satya Prakash Sahu (Assigned),6/11/2023
237,Devendra Kumar  (Visits the Place),6/11/2023
237,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/11/2023
237,Revisit the location,6/11/2023
237,Status: Resolved,6/12/2023
238,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
238,Er. Satya Prakash Sahu (Assigned),6/11/2023
238,Devendra Kumar  (Visits the Place),6/11/2023
238,"Electrical, Switch 6 Amp anchor, Piano type (Indent the item)",6/11/2023
238,Revisit the location,6/11/2023
238,Status: Resolved,6/12/2023
239,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
239,Er. Satya Prakash Sahu (Assigned),6/11/2023
239,Pankaj Singh  (Visits the Place),6/11/2023
239,"Electrical, 10W LED Batten (2 ft. long) (Indent the item)",6/11/2023
239,Revisit the location,6/11/2023
239,Status: Resolved,6/12/2023
240,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
240,Er. Satya Prakash Sahu (Assigned),6/11/2023
240,Pankaj Singh  (Visits the Place),6/11/2023
240,"Electrical, 10W LED Batten (2 ft. long) (Indent the item)",6/11/2023
240,Revisit the location,6/11/2023
240,Status: Resolved,6/12/2023
242,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
242,Er. Satya Prakash Sahu (Assigned),6/11/2023
242,Pankaj Singh  (Visits the Place),6/11/2023
242,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/11/2023
242,Revisit the location,6/11/2023
242,Status: Resolved,6/12/2023
243,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
243,Er. Satya Prakash Sahu (Assigned),6/11/2023
243,Pankaj Singh  (Visits the Place),6/11/2023
243,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/11/2023
243,Revisit the location,6/11/2023
243,Status: Resolved,6/12/2023
244,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
244,Er. Satya Prakash Sahu (Assigned),6/11/2023
244,Pankaj Singh  (Visits the Place),6/11/2023
244,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/11/2023
244,Revisit the location,6/11/2023
244,Status: Resolved,6/12/2023
245,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
245,Er. Satya Prakash Sahu (Assigned),6/11/2023
245,Hajari Prasad (Visits the Place),6/11/2023
245,"Electrical, 10W LED Batten (2 ft. long) (Indent the item)",6/11/2023
245,Status: Underway,4/13/2023
246,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
246,Er. Satya Prakash Sahu (Assigned),6/11/2023
246,Hajari Prasad (Visits the Place),6/11/2023
246,"Electrical, 10W LED Batten (2 ft. long) (Indent the item)",6/11/2023
246,Status: Underway,4/16/2023
247,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/16/2023
247,Er. Akhilesh Mishra (Assigned),6/11/2023
247,Anand Singh (Visits the Place),6/11/2023
247,"Electrical, 32 amp DP MCB (Indent the item)",6/11/2023
247,Revisit the location,6/11/2023
247,Status: Resolved,6/12/2023
248,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
248,Er. Satya Prakash Sahu (Assigned),6/11/2023
248,Devendra Kumar  (Visits the Place),6/11/2023
248,"Electrical, Electrical, Bell Switch 6 Amp Anchor, Switch 16 amp  anchor 4 hole (Indent the item)",6/11/2023
248,Revisit the location,6/12/2023
248,Status: Resolved,6/13/2023
249,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
249,Er. Satya Prakash Sahu (Assigned),6/11/2023
249,Hajari Prasad (Visits the Place),6/11/2023
249,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/11/2023
249,Revisit the location,6/11/2023
249,Status: Resolved,6/12/2023
250,External Electrification (Request received),4/13/2023
250,Er. Satya Prakash Sahu (Assigned),6/11/2023
250,Devendra Kumar  (Visits the Place),6/11/2023
250,"Electrical, 9W LED Bulb, B-22 (Indent the item)",6/11/2023
250,Revisit the location,6/11/2023
250,Status: Resolved,6/12/2023
251,Electrical (Office/Academics/Hostels) (Request received),4/26/2023
251,Er. Satya Prakash Sahu (Assigned),6/12/2023
251,Devendra Kumar  (Visits the Place),6/12/2023
251,"Electrical, Socket 6 Amp anchor (Indent the item)",6/12/2023
251,Revisit the location,6/12/2023
251,Status: Resolved,6/13/2023
252,Electrical (Office/Academics/Hostels) (Request received),4/29/2023
252,Er. Satya Prakash Sahu (Assigned),6/12/2023
252,Devendra Kumar  (Visits the Place),6/12/2023
252,"Electrical, Switch 6 Amp anchor, Piano type (Indent the item)",6/12/2023
252,Revisit the location,6/12/2023
252,Status: Resolved,6/13/2023
253,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
253,Er. Satya Prakash Sahu (Assigned),6/12/2023
253,Devendra Kumar  (Visits the Place),6/12/2023
253,"Fan, Electrical, Capacitor 2.5 MFD x, Socket 6 Amp anchor (Indent the item)",6/12/2023
253,Revisit the location,6/12/2023
253,Status: Resolved,6/13/2023
254,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
254,Er. Satya Prakash Sahu (Assigned),6/12/2023
254,Devendra Kumar  (Visits the Place),6/12/2023
254,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
254,Revisit the location,6/12/2023
254,Status: Resolved,6/13/2023
255,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
255,Er. Satya Prakash Sahu (Assigned),6/12/2023
255,Devendra Kumar  (Visits the Place),6/12/2023
255,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
255,Revisit the location,6/12/2023
255,Status: Resolved,6/13/2023
256,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
256,Er. Satya Prakash Sahu (Assigned),6/12/2023
256,Devendra Kumar  (Visits the Place),6/12/2023
256,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
256,Revisit the location,6/12/2023
256,Status: Resolved,6/13/2023
257,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
257,Er. Satya Prakash Sahu (Assigned),6/12/2023
257,Devendra Kumar  (Visits the Place),6/12/2023
257,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
257,Revisit the location,6/12/2023
257,Status: Resolved,6/13/2023
258,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
258,Er. Satya Prakash Sahu (Assigned),6/12/2023
258,Vinod Yadav (Visits the Place),6/12/2023
258,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
258,Revisit the location,6/12/2023
258,Status: Resolved,6/13/2023
259,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
259,Er. Satya Prakash Sahu (Assigned),6/12/2023
259,Devendra Kumar  (Visits the Place),6/12/2023
259,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
259,Revisit the location,6/12/2023
259,Status: Resolved,6/13/2023
260,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
260,Er. Satya Prakash Sahu (Assigned),6/12/2023
260,Devendra Kumar  (Visits the Place),6/12/2023
260,"Electrical, 10 amp Switch, Roma (Indent the item)",6/12/2023
260,Revisit the location,6/12/2023
260,Status: Resolved,6/13/2023
261,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
261,Er. Satya Prakash Sahu (Assigned),6/12/2023
261,Devendra Kumar  (Visits the Place),8/6/2023
261,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
261,Revisit the location,6/12/2023
261,Status: Resolved,8/7/2023
262,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
262,Er. Satya Prakash Sahu (Assigned),6/12/2023
262,Devendra Kumar  (Visits the Place),6/12/2023
262,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
262,Revisit the location,6/12/2023
262,Status: Resolved,6/13/2023
263,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
263,Er. Satya Prakash Sahu (Assigned),6/12/2023
263,Devendra Kumar  (Visits the Place),6/12/2023
263,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
263,Revisit the location,6/12/2023
263,Status: Resolved,6/13/2023
264,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
264,Er. Satya Prakash Sahu (Assigned),6/12/2023
264,Devendra Kumar  (Visits the Place),6/12/2023
264,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
264,Revisit the location,6/12/2023
264,Status: Resolved,6/13/2023
265,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
265,Er. Satya Prakash Sahu (Assigned),6/12/2023
265,Devendra Kumar  (Visits the Place),6/12/2023
265,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
265,Revisit the location,6/12/2023
265,Status: Resolved,6/13/2023
266,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
266,Er. Satya Prakash Sahu (Assigned),6/12/2023
266,Devendra Kumar  (Visits the Place),6/12/2023
266,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
266,Revisit the location,6/12/2023
266,Status: Resolved,6/13/2023
267,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
267,Er. Satya Prakash Sahu (Assigned),6/12/2023
267,Hajari Prasad (Visits the Place),6/12/2023
267,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
267,Revisit the location,6/12/2023
267,Status: Resolved,6/13/2023
268,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
268,Er. Satya Prakash Sahu (Assigned),6/12/2023
268,Devendra Kumar  (Visits the Place),6/12/2023
268,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
268,Revisit the location,6/12/2023
268,Status: Resolved,6/13/2023
269,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/14/2023
269,Er. Akhilesh Mishra (Assigned),6/12/2023
269,Anand Singh (Visits the Place),6/12/2023
269,"Fan, Fan, Capacitor 2.5 MFD x, Fan Regulator Anchor socket model (Indent the item)",6/12/2023
269,Revisit the location,6/12/2023
269,Status: Resolved,6/13/2023
270,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/14/2023
270,Er. Akhilesh Mishra (Assigned),6/12/2023
270,Anand Singh (Visits the Place),6/12/2023
270,"Electrical, Electrical, Switch 6 Amp anchor, Piano type, Socket 6 Amp anchor (Indent the item)",6/12/2023
270,Revisit the location,6/12/2023
270,Status: Resolved,6/13/2023
271,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
271,Er. Satya Prakash Sahu (Assigned),6/12/2023
271,Devendra Kumar  (Visits the Place),6/12/2023
271,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
271,Revisit the location,6/12/2023
271,Status: Resolved,6/13/2023
272,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
272,Er. Satya Prakash Sahu (Assigned),6/12/2023
272,Devendra Kumar  (Visits the Place),6/12/2023
272,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
272,Revisit the location,6/12/2023
272,Status: Resolved,6/13/2023
273,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
273,Er. Satya Prakash Sahu (Assigned),6/12/2023
273,Devendra Kumar  (Visits the Place),6/12/2023
273,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
273,Revisit the location,6/12/2023
273,Status: Resolved,6/13/2023
274,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
274,Er. Satya Prakash Sahu (Assigned),6/12/2023
274,Devendra Kumar  (Visits the Place),6/12/2023
274,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
274,Revisit the location,6/12/2023
274,Status: Resolved,6/13/2023
275,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
275,Status: Pending,4/12/2023
276,Electrical (Office/Academics/Hostels) (Request received),4/12/2023
276,Er. Satya Prakash Sahu (Assigned),6/12/2023
276,Devendra Kumar  (Visits the Place),6/12/2023
276,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
276,Revisit the location,6/12/2023
276,Status: Resolved,6/13/2023
277,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
277,Er. Satya Prakash Sahu (Assigned),6/12/2023
277,Devendra Kumar  (Visits the Place),6/12/2023
277,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
277,Revisit the location,6/12/2023
277,Status: Resolved,6/13/2023
278,Electrical (Office/Academics/Hostels) (Request received),4/15/2023
278,Er. Satya Prakash Sahu (Assigned),6/12/2023
278,Rajendra Prasad (Visits the Place),6/12/2023
278,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
278,Revisit the location,6/12/2023
278,Status: Resolved,6/13/2023
279,Electrical (Office/Academics/Hostels) (Request received),4/13/2023
279,Er. Satya Prakash Sahu (Assigned),6/12/2023
279,Devendra Kumar  (Visits the Place),6/12/2023
279,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
279,Status: Underway,4/14/2023
280,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
280,Er. Satya Prakash Sahu (Assigned),6/12/2023
280,Revisit the location,6/12/2023
280,Status: Resolved,6/13/2023
281,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
281,Er. Satya Prakash Sahu (Assigned),6/12/2023
281,Devendra Kumar  (Visits the Place),6/12/2023
281,"Fan, Electrical, Fan Regulator anchor switch model, 10W LED Batten (2 ft. long) (Indent the item)",6/12/2023
281,Revisit the location,6/12/2023
281,Status: Resolved,6/13/2023
282,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
282,Er. Satya Prakash Sahu (Assigned),6/12/2023
282,Devendra Kumar  (Visits the Place),6/12/2023
282,"Fan, Fan Regulator anchor switch model (Indent the item)",6/12/2023
282,Revisit the location,6/12/2023
282,Status: Resolved,6/13/2023
283,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
283,Er. Satya Prakash Sahu (Assigned),6/12/2023
283,Devendra Kumar  (Visits the Place),6/12/2023
283,"Electrical, Electrical, Electrical, Mica sheet-(6inchx8inch), 16 amp socket anchor (old) 4 hole, 16 amp switch anchor (old) 4 hole (Indent the item)",6/12/2023
283,Revisit the location,6/12/2023
283,Status: Resolved,6/13/2023
284,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
284,Er. Satya Prakash Sahu (Assigned),6/12/2023
284,Devendra Kumar  (Visits the Place),8/6/2023
284,"Electrical, Switch 16 amp  anchor 4 hole (Indent the item)",6/12/2023
284,Revisit the location,6/12/2023
284,Status: Resolved,8/7/2023
285,Electrical (Office/Academics/Hostels) (Request received),4/14/2023
285,Er. Satya Prakash Sahu (Assigned),6/12/2023
285,Devendra Kumar  (Visits the Place),6/12/2023
285,"Electrical, Switch 16 amp  anchor 4 hole (Indent the item)",6/12/2023
285,Revisit the location,6/12/2023
285,Status: Resolved,6/13/2023
286,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
286,Er. Satya Prakash Sahu (Assigned),6/12/2023
286,Anand Singh (Visits the Place),6/12/2023
286,"Common, Nut (1""x 6 MM) (Indent the item)",6/12/2023
286,Revisit the location,6/12/2023
286,Status: Resolved,6/13/2023
287,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
287,Er. Satya Prakash Sahu (Assigned),6/12/2023
287,Pankaj Singh  (Visits the Place),6/12/2023
287,"Electrical, Electrical, 20 Amp Switch, Roma Modular, Top 16 Amp 3 pin  (Indent the item)",6/12/2023
287,Revisit the location,6/12/2023
287,Status: Resolved,6/13/2023
288,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
288,Er. Satya Prakash Sahu (Assigned),6/12/2023
288,Beni (Visits the Place),6/12/2023
288,"Electrical, Cooler Water Lifting Pump (Indent the item)",6/12/2023
288,Revisit the location,6/12/2023
288,Status: Resolved,6/13/2023
289,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
289,Er. Satya Prakash Sahu (Assigned),6/12/2023
289,Anand Singh (Visits the Place),6/12/2023
289,"Electrical, Fan, Switch 6 Amp anchor, Piano type, Repaired Ceiling fan (Indent the item)",6/12/2023
289,Revisit the location,6/12/2023
289,Status: Resolved,6/13/2023
290,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
290,Er. Satya Prakash Sahu (Assigned),6/12/2023
290,Devendra Kumar  (Visits the Place),6/12/2023
290,"Electrical, 6 amp  socket Legrand (Indent the item)",6/12/2023
290,Revisit the location,6/12/2023
290,Status: Resolved,6/13/2023
291,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
291,Er. Satya Prakash Sahu (Assigned),6/12/2023
291,Vinod Yadav (Visits the Place),6/12/2023
291,"Fan, Fan Regulator Legrand Arteor (Indent the item)",6/12/2023
291,Revisit the location,6/12/2023
291,Status: Resolved,6/13/2023
292,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
292,Er. Satya Prakash Sahu (Assigned),6/12/2023
292,Devendra Kumar  (Visits the Place),6/12/2023
292,"Fan, Fan Regulator Legrand Arteor (Indent the item)",6/12/2023
292,Revisit the location,6/12/2023
292,Status: Resolved,6/13/2023
293,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
293,Er. Satya Prakash Sahu (Assigned),6/12/2023
293,Hajari Prasad (Visits the Place),6/12/2023
293,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
293,Revisit the location,6/12/2023
293,Status: Resolved,6/13/2023
294,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
294,Er. Satya Prakash Sahu (Assigned),6/12/2023
294,Hajari Prasad (Visits the Place),6/12/2023
294,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
294,Revisit the location,6/12/2023
294,Status: Resolved,6/13/2023
295,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
295,Er. Satya Prakash Sahu (Assigned),6/12/2023
295,Devendra Kumar  (Visits the Place),6/12/2023
295,"Electrical, 10W LED Batten fitting, Crompton (Indent the item)",6/12/2023
295,Revisit the location,6/12/2023
295,Status: Resolved,6/13/2023
296,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
296,Er. Satya Prakash Sahu (Assigned),6/12/2023
296,Devendra Kumar  (Visits the Place),6/12/2023
296,"Fan, Fan, Capacitor 2.5 MFD x, Fan Regulator Anchor socket model (Indent the item)",6/12/2023
296,Revisit the location,6/12/2023
296,Status: Resolved,6/13/2023
297,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
297,Er. Satya Prakash Sahu (Assigned),6/12/2023
297,Devendra Kumar  (Visits the Place),6/12/2023
297,"Fan, Fan, Capacitor 2.5 MFD x, Fan Regulator Anchor socket model (Indent the item)",6/12/2023
297,Revisit the location,6/12/2023
297,Status: Resolved,6/13/2023
298,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
298,Er. Satya Prakash Sahu (Assigned),6/12/2023
298,Devendra Kumar  (Visits the Place),6/12/2023
298,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
298,Revisit the location,6/12/2023
298,Status: Resolved,6/13/2023
299,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
299,Er. Satya Prakash Sahu (Assigned),6/12/2023
299,Devendra Kumar  (Visits the Place),6/12/2023
299,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
299,Revisit the location,6/12/2023
299,Status: Resolved,6/13/2023
300,Electrical (Office/Academics/Hostels) (Request received),4/18/2023
300,Er. Satya Prakash Sahu (Assigned),6/12/2023
300,Hajari Prasad (Visits the Place),6/12/2023
300,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
300,Revisit the location,6/12/2023
300,Status: Resolved,6/13/2023
301,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
301,Er. Satya Prakash Sahu (Assigned),6/12/2023
301,Vinod Yadav (Visits the Place),6/12/2023
301,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
301,Revisit the location,6/12/2023
301,Status: Resolved,6/13/2023
302,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
302,Er. Satya Prakash Sahu (Assigned),6/12/2023
302,Devendra Kumar  (Visits the Place),6/12/2023
302,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
302,Revisit the location,6/12/2023
302,Status: Resolved,6/13/2023
303,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
303,Er. Satya Prakash Sahu (Assigned),6/12/2023
303,Devendra Kumar  (Visits the Place),6/12/2023
303,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
303,Revisit the location,6/12/2023
303,Status: Resolved,6/13/2023
304,Electrical (Office/Academics/Hostels) (Request received),4/17/2023
304,Er. Satya Prakash Sahu (Assigned),6/12/2023
304,Devendra Kumar  (Visits the Place),6/12/2023
304,"Electrical, Switch 16 amp  anchor 4 hole (Indent the item)",6/12/2023
304,Revisit the location,6/12/2023
304,Status: Resolved,6/13/2023
305,Electrical (Office/Academics/Hostels) (Request received),4/18/2023
305,Er. Satya Prakash Sahu (Assigned),6/12/2023
305,Pankaj Singh  (Visits the Place),6/12/2023
305,"Electrical, Electrical, Electrical, PVC Tape roll, Cable Insulation Tape, Al. lugs 150Sq.mm ring type (Indent the item)",6/12/2023
305,Revisit the location,6/12/2023
305,Status: Resolved,6/13/2023
306,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/18/2023
306,Er. Akhilesh Mishra (Assigned),6/12/2023
306,Anand Singh (Visits the Place),6/12/2023
306,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
306,Revisit the location,6/12/2023
306,Status: Resolved,6/13/2023
307,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/23/2023
307,Er. Akhilesh Mishra (Assigned),6/12/2023
307,Anand Singh (Visits the Place),6/12/2023
307,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
307,Revisit the location,6/12/2023
307,Status: Resolved,6/13/2023
308,Electrical (Office/Academics/Hostels) (Request received),4/19/2023
308,Er. Satya Prakash Sahu (Assigned),6/12/2023
308,Devendra Kumar  (Visits the Place),6/12/2023
308,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/12/2023
308,Revisit the location,6/12/2023
308,Status: Resolved,6/13/2023
309,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/18/2023
309,Er. Akhilesh Mishra (Assigned),6/12/2023
309,Anand Singh (Visits the Place),8/6/2023
309,"Common, Drill bit Hammer 6.5 MM (Indent the item)",6/13/2023
309,Revisit the location,6/13/2023
309,Status: Resolved,8/7/2023
310,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/18/2023
310,Er. Akhilesh Mishra (Assigned),6/12/2023
310,Anand Singh (Visits the Place),6/12/2023
310,"Electrical, Electrical, Electrical, Electrical, Electrical, Common, Common, Electrical, PVC Casing Pin, Switch 6 Amp anchor, Piano type, Mica Sheet-(4inchx4inch), 1.0 Sq.mm copper wire, single core, PVC Casing-1inch, Screw Steel-35/4, PVC Gully- WP 50, 6 amp socket (Old) (Indent the item)",6/12/2023
310,Revisit the location,6/12/2023
310,Status: Resolved,6/13/2023
311,Electrical (Office/Academics/Hostels) (Request received),4/18/2023
311,Er. Satya Prakash Sahu (Assigned),6/12/2023
311,Devendra Kumar  (Visits the Place),6/12/2023
311,"Electrical, Socket 6 Amp anchor (Indent the item)",6/12/2023
311,Revisit the location,6/12/2023
311,Status: Resolved,6/13/2023
312,Electrical (Office/Academics/Hostels) (Request received),4/18/2023
312,Er. Satya Prakash Sahu (Assigned),6/12/2023
312,Devendra Kumar  (Visits the Place),6/12/2023
312,"Electrical, Socket 6 Amp anchor (Indent the item)",6/12/2023
312,Revisit the location,6/12/2023
312,Status: Resolved,6/13/2023
313,Electrical (Office/Academics/Hostels) (Request received),4/19/2023
313,Er. Satya Prakash Sahu (Assigned),6/12/2023
313,Pankaj Singh  (Visits the Place),6/12/2023
313,"Electrical, 10W LED Batten fitting, Crompton (Indent the item)",6/12/2023
313,Revisit the location,6/12/2023
313,Status: Resolved,6/13/2023
315,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/19/2023
315,Er. Akhilesh Mishra (Assigned),6/13/2023
315,Hajari Prasad (Visits the Place),6/13/2023
315,"Electrical, Electrical, Electrical, Common, Common, Electrical, Casing- (30x16) mm, 1.5 Sq.mm Copper wire, BLUE, 2.5 MM Copper wire, Black, Screw steel-25/8, PVC Gully- WP 50, 8 way modular ext. board PVC having 20A switch-3 20A socket-1 blanker-1 (Indent the item)",6/13/2023
315,Revisit the location,6/13/2023
315,Status: Resolved,6/14/2023
316,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/20/2023
316,Er. Akhilesh Mishra (Assigned),6/13/2023
316,Anand Singh (Visits the Place),6/13/2023
316,"Fan, Fan Regulator Anchor socket model (Indent the item)",6/13/2023
316,Revisit the location,6/13/2023
316,Status: Resolved,6/14/2023
317,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),4/20/2023
317,Er. Akhilesh Mishra (Assigned),6/13/2023
317,Anand Singh (Visits the Place),6/13/2023
317,"Electrical, Switch 6 Amp anchor, Piano type (Indent the item)",6/13/2023
317,Revisit the location,6/13/2023
317,Status: Resolved,6/14/2023
318,Electrical (Office/Academics/Hostels) (Request received),4/20/2023
318,Er. Satya Prakash Sahu (Assigned),6/13/2023
318,Pankaj Singh  (Visits the Place),6/13/2023
318,"Electrical, 10W LED Batten fitting, Crompton (Indent the item)",6/13/2023
318,Revisit the location,6/13/2023
318,Status: Resolved,6/14/2023
319,Electrical (Office/Academics/Hostels) (Request received),4/20/2023
319,Er. Satya Prakash Sahu (Assigned),6/13/2023
319,Pankaj Singh  (Visits the Place),6/13/2023
319,"Electrical, 10W LED Batten fitting, Crompton (Indent the item)",6/13/2023
319,Revisit the location,6/13/2023
319,Status: Resolved,6/14/2023
320,Electrical (Office/Academics/Hostels) (Request received),4/19/2023
320,Er. Satya Prakash Sahu (Assigned),6/13/2023
320,Hajari Prasad (Visits the Place),6/13/2023
320,"Electrical, Electrical, MCB, 32 amp, SP, MCB, 20 amp, SP (Indent the item)",6/13/2023
320,Revisit the location,6/13/2023
320,Status: Resolved,6/14/2023
321,Electrical (Office/Academics/Hostels) (Request received),4/19/2023
321,Er. Satya Prakash Sahu (Assigned),6/13/2023
321,Pankaj Singh  (Visits the Place),6/13/2023
321,"Electrical, Electrical, Electrical, Electrical, Common, Common, Electrical, Blanker plate, Roma, 8 Way PVC Box, PVC Casing-(38x16)MM, 2.5 MM Copper wire, Black, Screw steel-25/8, PVC Gully-WP 38, 8 way plate roma modular (Indent the item)",6/13/2023
321,Revisit the location,6/13/2023
321,Status: Resolved,6/14/2023
322,Electrical (Office/Academics/Hostels) (Request received),4/19/2023
322,Er. Satya Prakash Sahu (Assigned),6/13/2023
322,Devendra Kumar  (Visits the Place),6/13/2023
322,"Electrical, Switch 6 Amp anchor, Piano type (Indent the item)",6/13/2023
322,Revisit the location,6/13/2023
322,Status: Resolved,6/14/2023
323,Electrical (Office/Academics/Hostels) (Request received),4/19/2023
323,Er. Satya Prakash Sahu (Assigned),6/13/2023
323,Devendra Kumar  (Visits the Place),6/13/2023
323,"Fan, Electrical, Capacitor 2.5 MFD x, Switch 6 Amp anchor, Piano type (Indent the item)",6/13/2023
323,Revisit the location,6/13/2023
323,Status: Resolved,6/14/2023
324,Electrical (Office/Academics/Hostels) (Request received),4/19/2023
324,Er. Satya Prakash Sahu (Assigned),6/13/2023
324,Pankaj Singh  (Visits the Place),6/13/2023
324,"Fan, Capacitor 2.5 MFD x (Indent the item)",6/13/2023
324,Revisit the location,6/13/2023
324,Status: Resolved,6/14/2023
